Time_UTC,Pvol_mm,Pvol_QC,Ta_C,Ta_QC,RH_%,RH_QC,Pmsl_hPa,Pmsl_QC,Vmean_m/s,Vmean_QC,Vdir_deg,Vdir_QC,Vg_m/s,Vg_QC
2015-07-22T02:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T03:00:00Z,0,G,15.9,G,87,G,1007.9,G,3.8,G,235,G,7.4,G
2015-07-22T03:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T03:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T03:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T04:00:00Z,0,G,16,G,87,G,1007.8,G,4.9,G,240,G,9.3,G
2015-07-22T04:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T04:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T04:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T05:00:00Z,0,G,16.1,G,87,G,1008,G,3.9,G,236,G,8.2,G
2015-07-22T05:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T05:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T05:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T06:00:00Z,0,G,16.5,G,86,G,1008.3,G,4.1,G,233,G,9.3,G
2015-07-22T06:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T06:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T06:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T07:00:00Z,0,G,16.7,G,86,G,1008.5,G,4.4,G,232,G,8.3,G
2015-07-22T07:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T07:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T07:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T08:00:00Z,0,G,17.2,G,83,G,1008.6,G,5.5,G,240,G,10.3,G
2015-07-22T08:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T08:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T08:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T09:00:00Z,0,G,18.3,G,80,G,1008.8,G,4.2,G,230,G,8.8,G
2015-07-22T09:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T09:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T09:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T10:00:00Z,0,G,19.4,G,73,G,1009,G,5.1,G,230,G,9.3,G
2015-07-22T10:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T10:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T10:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T11:00:00Z,0,G,20.3,G,68,G,1008.9,G,4.5,G,232,G,9.7,G
2015-07-22T11:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T11:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T11:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T12:00:00Z,0,G,20.3,G,66,G,1009.2,G,5.1,G,243,G,9.1,G
2015-07-22T12:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T12:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T12:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T13:00:00Z,0,G,19.2,G,69,G,1009.4,G,4.2,G,242,G,8.1,G
2015-07-22T13:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T13:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T13:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T14:00:00Z,0,G,19.5,G,66,G,1009.1,G,3.9,G,240,G,8,G
2015-07-22T14:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T14:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T14:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T15:00:00Z,0,G,20.1,G,64,G,1008.9,G,4.5,G,246,G,8.5,G
2015-07-22T15:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T15:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T15:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T16:00:00Z,0,G,19.2,G,70,G,1009,G,3.3,G,235,G,6.4,G
2015-07-22T16:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T16:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T16:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T17:00:00Z,0,G,20.1,G,67,G,1008.8,G,2.8,G,240,G,5.4,G
2015-07-22T17:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T17:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T17:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T18:00:00Z,0,G,18.9,G,73,G,1008.5,G,2.8,G,214,G,7.2,G
2015-07-22T18:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T18:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T18:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T19:00:00Z,0,G,18.3,G,78,G,1008.2,G,3.2,G,246,G,5.8,G
2015-07-22T19:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T19:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T19:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T20:00:00Z,0,G,17.4,G,81,G,1008.3,G,1.6,G,285,G,4.4,G
2015-07-22T20:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T20:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T20:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T21:00:00Z,0,G,16.8,G,81,G,1008.2,G,1.5,G,252,G,2.8,G
2015-07-22T21:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T21:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T21:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T22:00:00Z,0,G,16.5,G,85,G,1007.8,G,1.1,G,223,G,2.3,G
2015-07-22T22:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T22:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T22:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T23:00:00Z,0,G,16.7,G,85,G,1007.6,G,1.7,G,226,G,3.3,G
2015-07-22T23:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T23:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22T23:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T00:00:00Z,0,G,16.4,G,85,G,1007.5,G,3.4,G,247,G,5.8,G
2015-07-23T00:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T00:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T00:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T01:00:00Z,0,G,16.1,G,85,G,1007.2,G,3.5,G,241,G,6.8,G
2015-07-23T01:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T01:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T01:45:00Z,1.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T02:00:00Z,1.1,G,14.3,G,92,G,1007.2,G,5.6,G,248,G,10.6,G
2015-07-23T02:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T02:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T02:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T03:00:00Z,0,G,14.2,G,87,G,1007,G,3.9,G,257,G,7.6,G
2015-07-23T03:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T03:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T03:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T04:00:00Z,0,G,14.2,G,84,G,1006.9,G,4,G,239,G,8.3,G
2015-07-23T04:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T04:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T04:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T05:00:00Z,0,G,14.2,G,83,G,1006.8,G,3.7,G,222,G,8.1,G
2015-07-23T05:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T05:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T05:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T06:00:00Z,0,G,14.7,G,83,G,1006.8,G,3.8,G,233,G,8.5,G
2015-07-23T06:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T06:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T06:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T07:00:00Z,0,G,14.9,G,84,G,1007,G,4.9,G,234,G,8.8,G
2015-07-23T07:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T07:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T07:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T08:00:00Z,0,G,15.8,G,67,G,1007.6,G,5.8,G,250,G,10.8,G
2015-07-23T08:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T08:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T08:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T09:00:00Z,0,G,16.3,G,61,G,1008.2,G,6.9,G,247,G,12.3,G
2015-07-23T09:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T09:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T09:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T10:00:00Z,0,G,16.5,G,61,G,1008.7,G,5.3,G,260,G,11.2,G
2015-07-23T10:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T10:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T10:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T11:00:00Z,0,G,16.6,G,59,G,1009.3,G,7.8,G,261,G,12.2,G
2015-07-23T11:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T11:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T11:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T12:00:00Z,0,G,17.7,G,58,G,1009.7,G,6.8,G,253,G,11,G
2015-07-23T12:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T12:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T12:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T13:00:00Z,0,G,17.5,G,57,G,1010,G,7.6,G,255,G,13.7,G
2015-07-23T13:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T13:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T13:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T14:00:00Z,0,G,17.6,G,64,G,1010.2,G,7.3,G,243,G,13.8,G
2015-07-23T14:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T14:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T14:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T15:00:00Z,0,G,17.5,G,59,G,1010.5,G,6.5,G,247,G,12.7,G
2015-07-23T15:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T15:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T15:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T16:00:00Z,0,G,17.4,G,57,G,1010.4,G,6.5,G,249,G,12.3,G
2015-07-23T16:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T16:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T16:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T17:00:00Z,0,G,16.8,G,68,G,1010.5,G,6.4,G,250,G,12.8,G
2015-07-23T17:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T17:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T17:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T18:00:00Z,0,G,16.3,G,64,G,1010.7,G,6.8,G,244,G,13.1,G
2015-07-23T18:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T18:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T18:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T19:00:00Z,0,G,15.4,G,69,G,1011,G,5.6,G,245,G,12.2,G
2015-07-23T19:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T19:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T19:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T20:00:00Z,0,G,14.9,G,69,G,1011.5,G,6.8,G,252,G,11.7,G
2015-07-23T20:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T20:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T20:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T21:00:00Z,0,G,14.6,G,71,G,1011.6,G,5.7,G,249,G,10.9,G
2015-07-23T21:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T21:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T21:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T22:00:00Z,0,G,14.3,G,72,G,1011.8,G,4.6,G,247,G,11.7,G
2015-07-23T22:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T22:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T22:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T23:00:00Z,0,G,14.1,G,75,G,1011.9,G,4.4,G,247,G,9.3,G
2015-07-23T23:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T23:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23T23:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T00:00:00Z,0,G,14.1,G,75,G,1012.3,G,4.1,G,247,G,8.9,G
2015-07-24T00:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T00:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T00:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T01:00:00Z,0,G,14.2,G,77,G,1012.7,G,4.1,G,247,G,7.4,G
2015-07-24T01:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T01:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T01:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T02:00:00Z,0,G,14.2,G,78,G,1012.6,G,3.8,G,240,G,8.2,G
2015-07-24T02:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T02:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T02:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T03:00:00Z,0,G,14.2,G,79,G,1012.7,G,4.5,G,246,G,8.2,G
2015-07-24T03:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T03:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T03:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T04:00:00Z,0,G,14.1,G,78,G,1013,G,3.5,G,250,G,8.7,G
2015-07-24T04:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T04:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T04:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T05:00:00Z,0,G,14.4,G,75,G,1013.2,G,4,G,242,G,7.4,G
2015-07-24T05:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T05:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T05:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T06:00:00Z,0,G,14.8,G,72,G,1013.7,G,4,G,249,G,7,G
2015-07-24T06:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T06:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T06:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T07:00:00Z,0,G,16,G,69,G,1013.9,G,4.5,G,239,G,8.3,G
2015-07-24T07:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T07:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T07:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T08:00:00Z,0,G,15.8,G,64,G,1014.3,G,4.4,G,237,G,8.4,G
2015-07-24T08:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T08:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T08:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T09:00:00Z,0,G,16.8,G,59,G,1014.2,G,4.8,G,244,G,7.7,G
2015-07-24T09:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T09:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T09:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T10:00:00Z,0,G,16.7,G,54,G,1014.3,G,4.8,G,249,G,8.1,G
2015-07-24T10:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T10:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T10:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T11:00:00Z,0,G,18.6,G,47,G,1014.2,G,4,G,232,G,7.5,G
2015-07-24T11:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T11:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T11:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T12:00:00Z,0,G,17.6,G,55,G,1014.3,G,3.9,G,220,G,7.3,G
2015-07-24T12:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T12:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T12:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T13:00:00Z,0,G,17.8,G,61,G,1014.1,G,3.4,G,197,G,7.4,G
2015-07-24T13:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T13:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T13:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T14:00:00Z,0,G,17.6,G,62,G,1013.7,G,3.2,G,192,G,8.3,G
2015-07-24T14:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T14:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T14:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T15:00:00Z,0,G,17.2,G,60,G,1013.8,G,4.1,G,225,G,8.8,G
2015-07-24T15:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T15:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T15:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T16:00:00Z,0,G,17.2,G,62,G,1013.6,G,3.2,G,212,G,8.1,G
2015-07-24T16:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T16:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T16:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T17:00:00Z,0,G,17.7,G,57,G,1013.3,G,3.4,G,203,G,8.1,G
2015-07-24T17:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T17:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T17:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T18:00:00Z,0,G,17.2,G,59,G,1013.1,G,3.3,G,204,G,6.7,G
2015-07-24T18:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24T18:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
