Time_UTC,Pvol_mm,Pvol_QC,Ta_C,Ta_QC,RH_%,RH_QC,Pmsl_hPa,Pmsl_QC,Vmean_m/s,Vmean_QC,Vdir_deg,Vdir_QC,Vg_m/s,Vg_QC
2015-06-01T00:15:00Z,1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T00:30:00Z,0.6,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T00:45:00Z,0.5,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T01:00:00Z,0.6,G,12.9,G,93,G,998.6,G,4.9,G,200,G,12.2,G
2015-06-01T01:15:00Z,1.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T01:30:00Z,0.9,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T01:45:00Z,0.6,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T02:00:00Z,0.3,G,11.7,G,94,G,999.2,G,5.3,G,225,G,10.6,G
2015-06-01T02:15:00Z,0.2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T02:30:00Z,0.6,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T02:45:00Z,0.5,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T03:00:00Z,0.8,G,10.2,G,92,G,1000.3,G,5.2,G,227,G,12.2,G
2015-06-01T03:15:00Z,0.7,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T03:30:00Z,0.6,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T03:45:00Z,0.2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T04:00:00Z,0,G,10.2,G,89,G,1001.4,G,4.9,G,220,G,9.6,G
2015-06-01T04:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T04:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T04:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T05:00:00Z,0,G,10.3,G,81,G,1002.7,G,6,G,238,G,12.1,G
2015-06-01T05:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T05:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T05:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T06:00:00Z,0,G,10.9,G,73,G,1004.1,G,6.1,G,233,G,11.5,G
2015-06-01T06:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T06:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T06:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T07:00:00Z,0,G,11.3,G,72,G,1005.2,G,5.5,G,230,G,12.2,G
2015-06-01T07:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T07:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T07:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T08:00:00Z,0,G,11.9,G,65,G,1006.2,G,7.1,G,238,G,12.4,G
2015-06-01T08:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T08:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T08:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T09:00:00Z,0,G,13,G,60,G,1007.1,G,5.8,G,226,G,12.5,G
2015-06-01T09:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T09:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T09:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T10:00:00Z,0,G,13,G,59,G,1008,G,8.4,G,243,G,13.2,G
2015-06-01T10:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T10:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T10:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T11:00:00Z,0,G,14,G,52,G,1008.9,G,6.2,G,237,G,11.9,G
2015-06-01T11:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T11:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T11:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T12:00:00Z,0,G,13.7,G,56,G,1009.9,G,6.8,G,234,G,14.8,G
2015-06-01T12:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T12:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T12:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T13:00:00Z,0,G,14.4,G,52,G,1010.7,G,6,G,223,G,13,G
2015-06-01T13:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T13:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T13:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T14:00:00Z,0,G,14.2,G,50,G,1011.2,G,7.6,G,242,G,12.8,G
2015-06-01T14:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T14:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T14:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T15:00:00Z,0,G,14.3,G,49,G,1011.8,G,6.1,G,231,G,12.7,G
2015-06-01T15:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T15:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T15:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T16:00:00Z,0,G,13.1,G,57,G,1012.1,G,4.9,G,239,G,11.7,G
2015-06-01T16:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T16:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T16:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T17:00:00Z,0,G,13.5,G,57,G,1012.3,G,3.9,G,245,G,10,G
2015-06-01T17:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T17:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T17:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T18:00:00Z,0,G,10.9,G,70,G,1012.5,G,2.8,G,254,G,10.6,G
2015-06-01T18:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T18:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T18:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T19:00:00Z,0,G,11,G,65,G,1012.6,G,3.2,G,255,G,5.8,G
2015-06-01T19:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T19:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T19:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T20:00:00Z,0,G,10.8,G,66,G,1012.6,G,2,G,212,G,4.2,G
2015-06-01T20:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T20:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T20:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T21:00:00Z,0,G,10.1,G,71,G,1013,G,2,G,207,G,6.3,G
2015-06-01T21:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T21:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T21:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T22:00:00Z,0,G,9.6,G,74,G,1012.6,G,0.9,G,180,G,3.2,G
2015-06-01T22:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T22:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T22:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T23:00:00Z,0,G,8.8,G,83,G,1012.1,G,1.5,G,162,G,3.1,G
2015-06-01T23:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T23:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01T23:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T00:00:00Z,0,G,9,G,83,G,1011.8,G,2.1,G,167,G,3.9,G
2015-06-02T00:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T00:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T00:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T01:00:00Z,0,G,8.6,G,84,G,1011.4,G,1.5,G,158,G,3.3,G
2015-06-02T01:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T01:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T01:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T02:00:00Z,0,G,8.6,G,82,G,1010.8,G,1.7,G,142,G,3.3,G
2015-06-02T02:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T02:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T02:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T03:00:00Z,0,G,8.9,G,81,G,1009.7,G,2.8,G,137,G,4.8,G
2015-06-02T03:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T03:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T03:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T04:00:00Z,0,G,9.5,G,81,G,1009.1,G,3.5,G,150,G,6.6,G
2015-06-02T04:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T04:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T04:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T05:00:00Z,0,G,10.6,G,74,G,1007.9,G,3.6,G,143,G,7.6,G
2015-06-02T05:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T05:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T05:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T06:00:00Z,0,G,11.2,G,71,G,1006.7,G,4.1,G,138,G,8.7,G
2015-06-02T06:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T06:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T06:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T07:00:00Z,0,G,10.7,G,82,G,1005.7,G,4.1,G,141,G,8.6,G
2015-06-02T07:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T07:30:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T07:45:00Z,0.4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T08:00:00Z,0.4,G,10.3,G,89,G,1004.4,G,4.1,G,143,G,10.4,G
2015-06-02T08:15:00Z,0.5,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T08:30:00Z,0.5,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T08:45:00Z,1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T09:00:00Z,0.8,G,10.6,G,89,G,1003.4,G,5.2,G,171,G,10.2,G
2015-06-02T09:15:00Z,0.4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T09:30:00Z,0.2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T09:45:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T10:00:00Z,0.1,G,11.2,G,88,G,1002,G,5.8,G,159,G,14.5,G
2015-06-02T10:15:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T10:30:00Z,0.5,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T10:45:00Z,0.6,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T11:00:00Z,0,G,11.5,G,88,G,1000.7,G,6,G,155,G,12.8,G
2015-06-02T11:15:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T11:30:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T11:45:00Z,0.2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T12:00:00Z,0.1,G,11.5,G,90,G,999.8,G,6.1,G,166,G,13.2,G
2015-06-02T12:15:00Z,0.3,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T12:30:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T12:45:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T13:00:00Z,0.1,G,11.7,G,89,G,999.2,G,8.5,G,172,G,19.4,G
2015-06-02T13:15:00Z,0.4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T13:30:00Z,0.8,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T13:45:00Z,0.4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T14:00:00Z,0.1,G,11.9,G,90,G,998.7,G,8.4,G,182,G,16,G
2015-06-02T14:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T14:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T14:45:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T15:00:00Z,0,G,12.1,G,90,G,998.4,G,6.8,G,189,G,15.6,G
2015-06-02T15:15:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T15:30:00Z,1.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T15:45:00Z,0.4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T16:00:00Z,0.4,G,12,G,92,G,998,G,5.5,G,190,G,14,G
2015-06-02T16:15:00Z,0.5,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T16:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T16:45:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T17:00:00Z,0,G,12.3,G,93,G,997.4,G,7,G,189,G,14.3,G
2015-06-02T17:15:00Z,0.2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T17:30:00Z,0.9,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T17:45:00Z,1.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T18:00:00Z,0.9,G,12.3,G,94,G,997.3,G,4.6,G,213,G,15.1,G
2015-06-02T18:15:00Z,0.9,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T18:30:00Z,1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T18:45:00Z,1.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T19:00:00Z,0,G,9.5,G,94,G,998.2,G,4.9,G,234,G,10.8,G
2015-06-02T19:15:00Z,0.3,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T19:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T19:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T20:00:00Z,0,G,9.7,G,91,G,998.7,G,3.1,G,202,G,8.1,G
2015-06-02T20:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T20:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T20:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T21:00:00Z,0,G,9.8,G,87,G,999,G,3.1,G,200,G,6.1,G
2015-06-02T21:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T21:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T21:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T22:00:00Z,0,G,10.9,G,91,G,998.2,G,3.5,G,196,G,6.3,G
2015-06-02T22:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T22:30:00Z,0.1,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T22:45:00Z,0.3,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T23:00:00Z,0,G,12.1,G,89,G,997.7,G,4.9,G,218,G,10.9,G
2015-06-02T23:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T23:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02T23:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T00:00:00Z,0.1,G,11.5,G,89,G,997.4,G,2.7,G,207,G,9.4,G
2015-06-03T00:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T00:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T00:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T01:00:00Z,0,G,11.9,G,91,G,998.2,G,4.1,G,216,G,9.6,G
2015-06-03T01:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T01:30:00Z,0.2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T01:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T02:00:00Z,0,G,11.6,G,89,G,998.4,G,5.3,G,220,G,10.6,G
2015-06-03T02:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T02:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T02:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T03:00:00Z,0,G,11,G,87,G,999.2,G,4.8,G,208,G,11.9,G
2015-06-03T03:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T03:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T03:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T04:00:00Z,0,G,11.1,G,87,G,999.8,G,4.4,G,207,G,10.7,G
2015-06-03T04:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T04:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T04:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T05:00:00Z,0,G,11.7,G,82,G,1000.6,G,6.1,G,222,G,12,G
2015-06-03T05:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T05:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T05:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T06:00:00Z,0,G,11.3,G,81,G,1001.5,G,6.8,G,230,G,13.7,G
2015-06-03T06:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T06:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T06:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T07:00:00Z,0,G,12,G,79,G,1002.5,G,6.7,G,240,G,13.4,G
2015-06-03T07:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T07:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T07:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T08:00:00Z,0,G,11.3,G,77,G,1004,G,5.7,G,239,G,13.4,G
2015-06-03T08:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T08:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T08:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T09:00:00Z,0,G,11.7,G,73,G,1005,G,5.1,G,233,G,10.3,G
2015-06-03T09:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T09:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T09:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T10:00:00Z,0,G,12,G,75,G,1006.2,G,5.5,G,231,G,11.1,G
2015-06-03T10:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T10:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T10:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T11:00:00Z,0,G,11.8,G,71,G,1007.3,G,6.8,G,241,G,12.3,G
2015-06-03T11:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T11:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T11:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T12:00:00Z,0.2,G,11.1,G,80,G,1008.3,G,5.4,G,250,G,11.8,G
2015-06-03T12:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T12:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T12:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T13:00:00Z,0,G,13.1,G,68,G,1009.1,G,9,G,241,G,13.9,G
2015-06-03T13:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T13:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T13:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T14:00:00Z,0,G,13.4,G,67,G,1010.2,G,9.1,G,235,G,16.7,G
2015-06-03T14:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T14:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T14:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T15:00:00Z,0,G,13.5,G,69,G,1011,G,7.6,G,234,G,17.1,G
2015-06-03T15:15:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T15:30:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03T15:45:00Z,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
